800.461999	0.049863	0.019896	0.002875
801.062073	0.045132	0.019107	0.002677
801.660681	0.048614	0.019857	0.002649
802.228839	0.046980	0.018237	0.002874
802.786520	0.050296	0.018406	0.002490
803.356866	0.048196	0.018751	0.002633
803.941768	0.044693	0.019759	0.002738
804.580633	0.047391	0.016923	0.002768
805.142012	0.047004	0.018750	0.002662
805.743595	0.049248	0.017716	0.002713
806.332353	0.045708	0.019230	0.003044
806.912549	0.046198	0.017320	0.002447
807.501222	0.046104	0.018170	0.002927
808.084425	0.049175	0.017306	0.002661
808.674288	0.050069	0.018116	0.002493
809.282395	0.050122	0.016424	0.002602
809.885136	0.047191	0.015698	0.002828
810.486655	0.047967	0.016973	0.003023
811.049182	0.047384	0.018272	0.002814
811.614587	0.045830	0.017009	0.002630
812.109636	0.045835	0.017423	0.002774
812.680822	0.045916	0.016813	0.002235
813.260868	0.046076	0.016542	0.002590
813.895643	0.047743	0.016531	0.002860
814.449192	0.048277	0.015969	0.002598
814.974309	0.049010	0.015863	0.002672
815.586315	0.047560	0.016717	0.002761
816.189757	0.049229	0.015573	0.002358
816.747067	0.045429	0.015257	0.002561
817.354685	0.045038	0.016657	0.003056
817.956693	0.049048	0.015407	0.002758
818.524096	0.051769	0.014871	0.002941
819.102188	0.048036	0.014908	0.002586
819.660455	0.049195	0.015019	0.002718
820.248247	0.046790	0.014483	0.002712
820.836634	0.048897	0.014287	0.002682
821.419157	0.046893	0.015009	0.002658
822.034456	0.049310	0.013544	0.002611
822.612729	0.049639	0.015026	0.002597
823.222525	0.050030	0.013596	0.002889
823.784776	0.047805	0.015599	0.002643
824.324045	0.050373	0.014535	0.002711
824.889738	0.050734	0.014708	0.002670
825.458045	0.045951	0.014594	0.002559
826.075289	0.047396	0.013647	0.002538
826.664027	0.047295	0.014240	0.002504
827.233343	0.045297	0.012799	0.002467
827.784853	0.049093	0.013734	0.002653
828.389252	0.049126	0.014243	0.002488
828.996615	0.045614	0.013855	0.002822
829.593311	0.048228	0.013294	0.002436
830.190857	0.047775	0.012781	0.002719
830.853724	0.050549	0.013541	0.002625
831.462193	0.047278	0.013880	0.002614
832.013553	0.046839	0.013162	0.002815
832.578312	0.049292	0.012427	0.002626
833.182998	0.049158	0.011560	0.002605
833.744377	0.045773	0.013449	0.002617
834.321652	0.043175	0.013174	0.002419
834.898469	0.044688	0.012986	0.002705
835.503102	0.045272	0.012746	0.002646
836.077455	0.050637	0.013242	0.002519
836.687942	0.051005	0.010657	0.002425
837.283704	0.047483	0.013349	0.002569
837.857908	0.047834	0.012676	0.002527
838.434035	0.047483	0.013745	0.002346
839.026704	0.045540	0.013376	0.002662
839.602715	0.045429	0.012891	0.002625
840.196266	0.047206	0.013809	0.002709
