"","Pressure","fcog","gamma","isotope shift","AES","BES","BE153","AE153"
"Mean value",2,3571.3508452203973,39.67636410598546,-2800.184332057739,-157.0552647448933,74.92529300929871,185.1307884454279,-69.46665649186858
"error",0,0.2922088672623957,"",9.992240073328778,0.041727235337932427,0.9056093291671135,24.475933250322576,1.7911021310722102
"",2,3571.68129032626,41.82763663337007,-2799.911568644631,-157.06668915618036,75.23291003649352,188.16272191540818,-69.46902447440947
"",2,3571.801761221988,40.27172776441972,-2801.3807766501727,-157.08110292269188,75.48735065942904,185.88904549085987,-69.57669099453257
"",2,3571.861460518786,38.60767259828238,-2800.3076777429415,-157.06149395857494,74.8305242618498,187.84895141436343,-69.46404294612532
"",2,3571.633001441098,40.2315632301107,-2800.4083828383536,-157.0149692931031,75.0536567911788,182.36285159591696,-69.5059448416382
"",2,3570.932488990647,39.71981930884377,-2799.9539369954473,-157.02827064636563,74.6231741473486,187.13300671643512,-69.47190010267144
"",2,3571.066145984943,37.06302700059484,-2799.94505195562,-157.06613669123874,74.86467993336801,181.80464643448383,-69.48381757815793
"",2,3570.8940046968746,42.715143947781485,-2800.3541553274335,-157.0689816362547,74.85522467849394,182.6810584208221,-69.45503883187709
"",2,3570.936608582583,36.97432236448077,-2799.213106307315,-157.05447365473685,74.45482356622807,185.16402557513348,-69.30679216553668
