"","Pressure","fcog","gamma","isotope shift","AES","BES","BE153","AE153"
"Mean value",3,3571.4316524752076,39.49113387376583,-2800.357616589566,-157.04132775261695,75.21176266764583,188.5932353342885,-69.32056446611062
"error",0,0.27577292978046175,"",8.395590541783296,0.03740332700568868,0.8378464694102021,20.79745778501934,1.088235196751592
"",3,3571.805392510657,38.481061565240985,-2799.7861237405386,-157.01213305329858,74.66468762633774,190.91657370887006,-69.47990813632276
"",3,3571.852188983583,39.62059427610241,-2799.4714505350735,-157.0410953323933,75.29290882800518,187.73275413197632,-69.2694828741422
"",3,3571.982668611849,43.31340674834116,-2800.492582060995,-157.04983982724355,75.50220669614419,186.6426704873945,-69.36237546855679
"",3,3571.674536625536,36.95329520482129,-2800.579957120334,-157.06051020045894,74.88898059320972,189.2733326731859,-69.3126437595859
"",3,3571.0193069337347,40.28338650572894,-2800.7720072319075,-157.03804942946758,75.1679575471818,190.84702620619532,-69.24660388492464
"",3,3571.044860318989,37.70251054019732,-2800.7597613077846,-157.0361399039991,75.53116286288125,186.5968437372235,-69.29104141791923
"",3,3571.0890978348225,38.935793225693295,-2801.9062473642734,-157.04827839045188,75.3714950742736,192.07973329634905,-69.33468665601464
"",3,3570.985167982489,40.63902292400127,-2799.0928033556233,-157.0445758836226,75.27470211313307,184.6569484331133,-69.26777353141887
