"","Pressure","fcog","gamma","isotope shift","AES","BES","BE153","AE153"
"Mean value",1,3571.1792312208877,38.86769593430555,-2800.1232063151742,-157.05392795543287,74.95798805042742,183.98037387715794,-69.47091862047843
"error",0,0.3997408929783445,"",11.066815681373825,0.05524139708176213,1.2605804854482487,28.472092928293034,1.8748924473261857
"",1,3571.8196637233723,37.76636717067744,-2800.29360983147,-157.0897150518996,75.0683109549248,184.8541783837125,-69.51466811888469
"",1,3571.6218061382397,41.47763359630783,-2800.0374960646673,-157.07116446526263,74.91313457903162,179.97572933610817,-69.3516562416033
"",1,3571.551149741556,37.93379758781727,-2801.791455826755,-157.03182570301448,74.79867882815303,184.19326467336998,-69.55319110514692
"",1,3571.3589693369827,38.66974340179462,-2798.300988159454,-157.0059803308291,75.13099269505352,180.85627937246713,-69.40453321303153
"",1,3570.674099908621,39.24047829177878,-2799.550368260472,-157.02888379746835,74.34362226666835,186.2097796480247,-69.51920605692598
"",1,3570.8564763820787,38.393996635611984,-2799.901718423003,-157.10822941794953,75.57955015482099,183.1650026387859,-69.8265070917456
"",1,3570.776839975351,39.035593265516255,-2800.330126347888,-157.0622271337145,75.54442438782947,185.3780763379062,-69.35931186003492
"",1,3570.774844560899,38.423957524940235,-2800.779887607687,-157.03339774332468,74.28519053693755,187.2106806268891,-69.2382752764545
