"","Pressure","fcog","gamma","isotope shift","AES","BES","BE153","AE153"
"Mean value",2,3623.12174466493,66.1915578438518,-2808.703462854104,-156.10179776313032,82.64266217517033,208.90250942557864,-69.07868944781374
"error",0,0.6084391558226484,"",15.48710835228604,0.1833652170243785,2.15884842984324,45.41910450726288,2.1207020053406893
"",2,3622.323186003931,75.64302993615942,-2807.6005962708077,-155.98886190566068,83.94944805091691,211.4708654917627,-69.19253621259757
"",2,3624.1980388256034,54.815962322487835,-2810.1203872103383,-156.26340227669903,83.75919315349303,210.1623772604352,-69.01300506950416
"",2,3625.308037050649,64.80713238835848,-2811.008319840817,-156.30919451321535,80.71211267233458,212.08301449339513,-69.11692899293783
"",2,3624.5893615597856,75.49716974119755,-2812.3544922522806,-156.30111846503067,86.1743418261515,215.14738537664803,-68.96516609870464
"",2,3622.7165678884303,66.49454552363879,-2807.7405981805327,-156.1472434723667,83.80885493920204,206.87909107686755,-69.04437493643839
"",2,3621.609276162691,58.184789411661356,-2804.593063790778,-155.86467353811818,80.23687873141992,197.63925889491392,-69.17735986944106
"",2,3621.6418716793696,60.877686800131656,-2807.704964209345,-155.86825109322245,80.14462092585286,210.8760207860379,-69.04868096926847
"",2,3622.5876181489816,73.21214662717938,-2808.505281077936,-156.07163684072955,82.35584710199174,206.96206202456872,-69.07146343361781
