"","Pressure","fcog","gamma","isotope shift","AES","BES","BE153","AE153"
"Mean value",4,3571.6130532998204,38.42707445263275,-2799.834410706525,-157.04543888326202,75.36096643037195,188.5131276389852,-69.43712985395968
"error",0,0.28123944691123065,"",9.418971241252946,0.03503995028615598,0.835718325747355,19.726935234494654,1.496020017035731
"",4,3572.0778233531987,38.67733345352535,-2800.1735988869877,-157.03886810076568,75.08355512718688,189.67508830722065,-69.39806469932294
"",4,3572.052161713144,38.84032452751822,-2800.6784258332573,-157.12659861617317,75.47633743864557,189.87426594672345,-69.47689116201448
"",4,3572.0673015995203,38.00079898913064,-2799.682817942529,-157.02939916689294,75.0655997917159,189.21375161038247,-69.48109857456569
"",4,3572.049260724595,38.66326330501129,-2799.967517449903,-157.04776068392488,75.83733853834994,187.9087410620291,-69.38074502918944
"",4,3571.136812446049,36.39300728670722,-2799.779068350597,-157.02989951653137,75.04001741779659,188.79204755964963,-69.49683884191633
"",4,3571.424753674529,35.17122160782981,-2799.5169931509804,-157.0498525475133,74.50061196940315,185.82386346801692,-69.346441917802
"",4,3571.0862139999163,36.82582141754459,-2800.0474600499856,-157.0306556852763,75.64451420876168,190.57785299976692,-69.29359249201495
"",4,3571.0100988876093,44.844825033794905,-2798.829403987963,-157.0104767490186,76.23975695111588,186.2394101580923,-69.62336611485156
