"","Pressure","fcog","gamma","isotope shift","AES","BES","BE153","AE153"
"Mean value",200,4089.9000010985837,30.575999204064487,-2975.5282660107887,-218.63125844825922,-292.093950378444,-751.6601859745125,-96.84780295113278
"error",0,0.14125944351653685,"",6.162844898170121,0.023644270538311765,0.527349139045365,20.231725920788534,1.0429295504002445
"",200,4090.3850282275293,47.672442895707746,-2974.6966213396713,-218.63409862403034,-291.6761981042801,-752.702731489308,-96.92948846236597
"",200,4089.9509737990193,23.982415548279146,-2975.2104240791514,-218.68688783399938,-292.92894070260945,-750.8434219273346,-96.74834134457056
"",200,4090.2313301440495,28.744228506836926,-2975.578505411298,-218.6383220887439,-292.20464902845424,-749.6427461841928,-96.71872824625662
"",200,4090.3635497562627,25.315334540447772,-2975.599044938134,-218.6219491015803,-291.92203157852146,-749.8012702326685,-96.75215324944189
"",200,4089.45455366527,24.716842607558068,-2976.076796160329,-218.6062894840548,-292.1069546325776,-752.8607914401164,-96.93396139960738
"",200,4089.5376606342543,26.20035391646822,-2975.257565482664,-218.61538473926907,-291.6747857560759,-752.3946512010983,-96.82751475270153
"",200,4089.641631759446,39.17030666150459,-2975.136189110325,-218.6338207544,-292.0806317663449,-752.5351027354147,-96.8550892382604
"",200,4089.635280802837,28.806068955713414,-2976.6709815647355,-218.6133149599959,-292.1574114586885,-752.5007725859675,-97.01714691585774
