"","Pressure","fcog","gamma","isotope shift","AES","BES","BE153","AE153"
"Mean value",350,4088.8792903289677,33.85465693866736,-2975.0815327165346,-218.66075750505723,-292.47988516073815,-751.8890902497944,-96.90043661217136
"error",0,0.18064854336732306,"",8.329410339386493,0.027938312894478443,0.6541228008102598,27.076108571919665,1.422391118415361
"",350,4089.3108736589834,32.868449478929605,-2976.4428458771285,-218.62204250350044,-292.1318149196186,-755.368344791601,-96.95648817092213
"",350,4089.3524452772485,33.26237656325833,-2975.015216684246,-218.65147500503565,-291.56210895981434,-751.5120733361996,-96.78790005899583
"",350,4089.682849523875,35.93885151120112,-2975.4979293008905,-218.63866061645928,-292.14795447823917,-751.717411608782,-97.0112963778619
"",350,4088.9168481398037,33.69250112756552,-2974.634807260886,-218.66915184543367,-292.49775132666775,-750.3165648753536,-96.75311029905805
"",350,4088.805399877584,31.791749504660054,-2974.5116449520074,-218.66618104808651,-292.8267031397276,-750.4690319694596,-96.9706845785222
"",350,4088.0618266532674,29.086885160983577,-2974.415812258747,-218.70163130588296,-292.846560227686,-750.8991226484014,-96.90349208934332
"",350,4088.608312751007,37.786472228382635,-2975.3812534988115,-218.66463618566289,-293.3844340046897,-753.104215879879,-96.96187664015929
"",350,4088.2957667499722,36.40996993435803,-2974.7527518995644,-218.67228153039648,-292.44175422946205,-751.7259568886789,-96.85864468250826
