"","Pressure","fcog","gamma","isotope shift","AES","BES","BE153","AE153"
"Mean value",250,3571.509241198201,42.97346147730711,-2798.6273295723695,-157.01644131203096,75.2980953083284,185.0997347928165,-69.79190500071925
"error",0,0.43066662056661614,"",21.215846328837927,0.05801832434232883,1.317302562922736,34.81182981436529,3.7573125305654917
"",250,3571.7648091323385,44.81039880723138,-2799.5609323571875,-157.01499910323602,75.2028149441365,186.0883876961129,-69.63864205059363
"",250,3571.7919960294325,40.81532656862907,-2797.1857680468224,-156.97132113767293,74.81524186539656,178.13661385336204,-69.76956889355695
"",250,3571.8626904828666,44.92744506215212,-2798.110566883,-156.99899855369242,75.56420126255672,187.75287103960775,-69.90275597710482
"",250,3572.220701353415,45.07590263524153,-2800.560235524612,-157.06962479485452,75.267832393969,186.87701206515592,-69.81894863874307
"",250,3571.1300661683695,45.45295663151302,-2799.785024823394,-156.98740141428456,75.39935156858293,182.5979902031346,-69.81721565098135
"",250,3571.122000027687,39.08724487922554,-2794.6200338444637,-157.0435284409998,75.35740770684153,178.37164419262578,-69.84313647055866
"",250,3571.145337473803,37.08503702936959,-2798.5976540438996,-157.03347086088897,75.46793794915138,191.9823273763502,-69.85154137731577
"",250,3571.036328917694,46.53338020509467,-2800.5984210555753,-157.0121861906184,75.30997477599261,188.99103191618258,-69.69343094689985
