"","Pressure","fcog","gamma","isotope shift","AES","BES","BE153","AE153"
"Mean value",200,3571.8608418460294,40.34113998518819,-2800.2998457638428,-157.02103972909842,75.2280808775734,194.4142157047673,-69.45554501357408
"error",0,0.3212747180418157,"",10.451766539185861,0.0436824733417071,0.9725092991530275,27.445578245912845,1.8873757049895417
"",200,3572.1784666722237,40.85585070112459,-2800.183975340078,-157.0196160723103,75.70356947274621,202.89904011354494,-69.6293574765454
"",200,3572.3615190676715,37.04922728196392,-2800.3552163143822,-157.0210241796443,74.49143223028696,195.00530742320473,-69.46023764072162
"",200,3572.288809554195,36.626460479633835,-2800.6115864673584,-157.0051153591958,75.00846190531499,196.08071599100927,-69.44814323806737
"",200,3572.1626796656333,44.866791107606275,-2800.344084718652,-157.02435462954728,75.66124301051478,199.78259861761933,-69.61401166850119
"",200,3571.5252683276935,39.41574385670165,-2800.3896258527802,-157.00960733767332,74.84764336795038,192.41896227407614,-69.44804441317761
"",200,3571.112697085752,41.73327990615027,-2800.333040564485,-157.01808072203428,75.92488914665552,188.7154387077774,-69.20535980444335
"",200,3571.7082133129247,41.333388251671906,-2799.529676505365,-157.03576542230837,74.97315038366798,189.06071708096084,-69.41401929273265
"",200,3571.5490810821443,40.84837829665308,-2800.6515603476405,-157.03475411007392,75.21425750345045,191.35094542994568,-69.42518657440347
