"","Pressure","fcog","gamma","isotope shift","AES","BES","BE153","AE153"
"Mean value",300,3571.395062432466,41.12813304569754,-2801.1516845715228,-157.0431665257981,75.20444850811658,189.16536788525002,-69.29289579866872
"error",0,0.30365613532231156,"",10.001597128295773,0.0392561834810921,0.9212240950510493,26.237407779779204,1.2683209215898228
"",300,3571.625460217059,42.457987002838124,-2802.018310782566,-156.99903769386825,75.15231545640947,192.64602446844637,-69.33658617072429
"",300,3571.8883445234906,42.28645170294405,-2801.5058119085543,-157.05032885463865,75.4329015498731,188.32263879603664,-69.13202960857801
"",300,3572.0160663595047,43.54473659223902,-2800.3040530952876,-157.05095819477214,75.36421532641384,188.51294085892434,-69.28493305318418
"",300,3571.72155005862,43.08817350100355,-2800.6945834101734,-157.01262721135802,75.38045782753234,189.890518068492,-69.31866016568117
"",300,3570.9878703114164,42.07887475178999,-2800.2091728824066,-157.07300554034697,76.11588857394254,189.12372491285643,-69.33494479152542
"",300,3571.1295553881087,39.81802093990039,-2802.5314450097558,-157.00584381775857,73.95431124417108,190.6540440825144,-69.05320819560792
"",300,3570.8099514328665,37.35034444480313,-2800.6369000912528,-157.10169294015438,75.73438126196503,186.50593528232272,-69.2781103495314
"",300,3570.981701168661,38.40047543006207,-2801.313199392185,-157.051837953488,74.50111682462536,187.66711661240717,-69.60469405451742
