"","Pressure","fcog","gamma","isotope shift","AES","BES","BE153","AE153"
"Mean value",200,3622.9013578517206,59.44766584211645,-2808.0698832780954,-156.1791658386669,83.62115697522061,198.62240092921118,-68.53610674415916
"error",0,0.6857532860286794,"",7.177983300576641,0.2451646235888016,3.8631637182296474,23.391040205490036,1.2075282881299785
"",200,3622.9149643579276,53.960778518304046,-2807.6116005040644,-156.21086740554182,86.55886129927077,193.24012904297723,-68.4715123101288
"",200,3624.4177136783924,53.19596565208419,-2808.47100761334,-156.3417226787998,84.44649330628258,198.82057079608384,-68.65281743635471
"",200,3622.2724035705533,62.20257562725834,-2808.8094849833983,-155.92630608912359,79.86473770851033,210.05885538391297,-68.7782631756661
"",200,3620.1068391012427,60.11036535834104,-2806.01545723654,-155.7564265032036,86.29475857119928,197.2929162091971,-68.4003419235776
"",200,3623.198928682713,55.68034641353532,-2808.3767418120033,-156.37496791856964,86.27300175333329,197.98467652115346,-68.32582652384599
"",200,3623.802794629746,64.77781826054456,-2810.4987190038837,-156.39933673962463,82.61384060759752,215.7747100550229,-68.69654927824101
"",200,3622.6942818695925,61.10533461936852,-2805.555362284745,-156.3875104202918,86.77382667435914,186.11241693444745,-68.3084791094824
"",200,3623.802936923592,64.5481422874955,-2809.220692786788,-156.03618895418037,76.14373588121202,189.69493249089447,-68.65506419597665
