"","Pressure","fcog","gamma","isotope shift","AES","BES","BE153","AE153"
"Mean value",275,3571.3708406939545,41.38139135315658,-2800.6242657163034,-157.0355842983991,75.29444362052094,190.21620040642534,-69.41069076049916
"error",0,0.2929086612491179,"",6.793655573154481,0.0393758938306696,0.892062877454508,17.677423842125336,0.9257839529521503
"",275,3571.8514864922004,37.95597399855565,-2800.5971776053448,-157.05696966785243,74.86701021565774,190.1172997001086,-69.30830453101044
"",275,3571.6429019455218,45.29638548750232,-2800.0213747562398,-157.04090357805032,76.02186719739528,188.27151458623408,-69.4569525795713
"",275,3571.7010124247563,42.77715520016884,-2799.4462868943842,-157.01402143801943,75.56996150488064,190.46764749732174,-69.53876880671699
"",275,3571.7712104621496,43.425838751945705,-2801.7022704711217,-157.0837759481433,74.68783073564234,194.8304737718557,-69.5040328529366
"",275,3570.8925307067043,44.1882468135152,-2800.7590502560975,-156.97494510924574,74.96532520324081,190.12428844283212,-69.22582339714104
"",275,3571.002189877896,36.556895548615785,-2800.5804816644686,-157.01606203105035,75.27451570597766,189.02666347306314,-69.6444335981803
"",275,3571.055320798254,39.287999495720925,-2802.3859999499764,-157.05075575969954,75.02477937872506,189.95921562510455,-69.21139631759898
"",275,3571.0500728441575,41.5626355292282,-2799.5014841327934,-157.0472408551318,75.94425902264801,188.93250015488286,-69.39581400083766
