"","Pressure","fcog","gamma","isotope shift","AES","BES","BE153","AE153"
"Mean value",200,3571.3459319553785,41.74634463787085,-2800.242323858321,-157.02174607396637,75.40775741714609,190.82928039875057,-69.54668893325622
"error",0,0.34302331267158065,"",4.429914816892883,0.04970259966605974,1.0673364330206356,11.665821846968278,0.8401002873306569
"",200,3571.8067942567027,43.22495071060959,-2800.4895228426326,-157.02030529444437,75.1697436451928,191.65386251993687,-69.5482962951298
"",200,3571.7622147495113,38.77120445509499,-2801.9957517928574,-156.99506136014318,75.46351511469359,189.7724009384088,-69.47521650634751
"",200,3571.9665122536067,39.82268466689534,-2799.967100520949,-157.08443863774218,75.7831449830638,188.59808513467362,-69.53739635607654
"",200,3571.6505920097925,41.26727485816331,-2801.3456463400184,-157.02129865649704,75.64183832630735,192.23482412714952,-69.7503458296266
"",200,3570.6777008472673,42.93745293029097,-2799.483907803754,-157.00344507836846,75.89348613555438,189.27692197566876,-69.4083951671658
"",200,3571.1180731141726,41.54174260272206,-2799.4957780081677,-157.0448398550755,74.82519749145172,193.19380896761896,-69.57820186637234
"",200,3570.790638463445,43.753194950687124,-2799.7859150234553,-156.99410523390873,75.22286148910963,191.8339442342381,-69.52065363325305
"",200,3570.994929948529,42.652251928503375,-2799.3749685347366,-157.01047447555126,75.2622721517954,190.0703952923099,-69.55500581207805
