"","Pressure","fcog","gamma","isotope shift","AES","BES","BE153","AE153"
"Mean value",225,3571.4039254372965,42.21956182475637,-2800.048653775783,-157.03269399669716,75.38203331829732,189.14497701777682,-69.42157284412812
"error",0,0.3012078248451086,"",5.671948115504432,0.04266992986125006,0.9199245110222568,13.078795844237801,1.0788187644871434
"",225,3571.8716613590013,42.9177055911714,-2800.3346381285937,-157.0414743571941,74.89652491775065,188.91566157674185,-69.50783866929319
"",225,3571.8622879332124,39.09091585525779,-2799.6459695107915,-157.01909673117297,74.98687282344693,190.2043764344357,-69.43933224921703
"",225,3571.80649214513,41.02161926749095,-2799.877886204504,-157.016429366947,75.2584652275437,189.8001601642931,-69.43023029280978
"",225,3571.700560802397,44.0844287281388,-2801.2468256594975,-157.058651535632,75.87497474450947,192.7257807283045,-69.32246628452775
"",225,3571.0291254310378,40.91825178743212,-2799.7557996287524,-157.04208602918658,75.66228621128401,187.72567901293561,-69.4465637970176
"",225,3571.0858048719683,44.58613302942193,-2799.529532582564,-157.0417444126769,75.21446187371697,187.3584299471824,-69.50388312503493
"",225,3570.8873431990846,41.759782738698725,-2799.695008280937,-157.01951292066207,75.5971873620157,188.61760031963226,-69.38640346018744
"",225,3570.98812775654,43.37765760043925,-2800.303570210623,-157.02255662010577,75.56549338611109,187.81212795868922,-69.33586487493723
